Genus,Count,Sum,Mean,SD,Median,Max,Min
Sanguibacter,2,5645.15198872,2822.57599436,0,2822.57599436,2822.57599436,2822.57599436
Arcobacter,5,5550.93704114,1110.187408228,1006.36123531273,816.9236688,2775.46852035,170.57571447
Kitasatospora,2,5408.2734202,2704.1367101,0,2704.1367101,2704.1367101,2704.1367101
Salinicoccus,4,5245.7093717342,1311.42734293355,928.027186075469,1041.991349564,2622.8546858671,538.8719867391
Belnapia,5,5173.235919986,1034.6471839972,901.390582532138,751.012554593,2586.617959993,406.6157552
Alcanivorax,2,4990.82439632,2495.41219816,0,2495.41219816,2495.41219816,2495.41219816
Stenoxybacter,3,4979.80468076,1659.93489358667,1015.75220279621,1962.6684305,2489.90234022,527.23391004
Leclercia,2,4655.58751624,2327.79375812,0,2327.79375812,2327.79375812,2327.79375812
Micromonospora,2,4448.9266396,2224.4633198,0,2224.4633198,2224.4633198,2224.4633198
Bifidobacterium,11,4389.4318693482,399.039260849836,630.283779898926,130.87409698,2194.7159344991,39.81848718
Limnohabitans,11,4372.853975212,397.532179564727,607.568896596253,265.01447316,2186.426987726,22.58460282
Bhargavaea,3,4279.95912092,1426.65304030667,636.412000277975,1222.9413774,2139.97956026,917.03818326
Pseudoalteromonas,4,4210.2121036,1052.5530259,959.936666369345,1052.5530259,1883.882565,221.2234868
Ilumatobacter,6,4183.157449558,697.192908259667,753.512615785843,408.870780285,1848.578724709,59.08687224
Turicibacter,2,4168.91772798,2084.45886399,0,2084.45886399,2084.45886399,2084.45886399
Aureimonas,3,4151.48787324,1383.82929108,600.892700058864,1082.7343096,2075.74393642,993.00962722
Curtobacterium,3,4123.9046746,1374.63489153333,862.521123024495,1655.1866571,2061.9523375,406.76568
Rhodoplanes,12,4118.06180305,343.171816920833,545.985872273747,213.733762395,2059.03090171,41.28236772
Aurantimonas,2,4052.88833204,2026.44416602,0,2026.44416602,2026.44416602,2026.44416602
Oscillospira,5,4033.19160379,806.638320758,745.034004816217,501.8360884,2016.59580193,88.99824006
Thermomonas,5,3918.04696588,783.609393176,897.149401913955,243.1404384,1959.02348296,76.6778088
Hyphomicrobium,8,3889.279724343,486.159965542875,818.141467629049,86.64665537,2417.99329224,43.511911183
Agromyces,3,3875.22762884,1291.74254294667,561.149475061232,1013.82311402,1937.61381442,923.7907004
Agrococcus,3,3754.52400104,1251.50800034667,769.81044077101,1485.3778002,1877.26200047,391.88420037
Parabacteroides,3,3383.28084608,1127.76028202667,492.251388716716,907.794558,1691.64042304,783.84586504
Dermacoccus,2,3351.81128804,1675.90564402,0,1675.90564402,1675.90564402,1675.90564402
Chelatococcus,2,3343.960926,1671.980463,0,1671.980463,1671.980463,1671.980463
WAL_1855D,3,3276.397469718,1092.132489906,497.563365345133,973.786291819,1638.198734909,664.41244299
Pontibacter,4,3269.3687108,817.3421777,604.335240108113,665.7443533,1634.6843554,303.1956488
Aggregatibacter,5,3258.92760023,651.785520046,661.153807073162,429.7163456,1629.46380015,24.55900348
Bulleidia,4,3101.94094449,775.4852361225,573.433429914051,692.3532631,1550.97047223,166.26394606
Aquamicrobium,2,3085.0823108,1542.5411554,0,1542.5411554,1542.5411554,1542.5411554
Methyloversatilis,4,3048.848793274,762.2121983185,585.923185130737,711.313448396,1524.424396622,101.79749986
Azospirillum,2,2935.0811612,1467.5405806,0,1467.5405806,1467.5405806,1467.5405806
Phenylobacterium,9,2923.52257669,324.835841854444,357.571757292556,213.8604864,1197.95601752,50.87443692
Serratia,3,2887.2964617,962.4321539,484.452700854498,968.84179673,1443.6482308,474.80643417
Gluconobacter,3,2854.481044749,951.493681583,818.704459958279,1421.098671,1427.240522383,6.141851366
Haematobacter,3,2838.6969476,946.232315866667,569.336487734866,1104.9777432,1419.3484738,314.3707306
Vampirovibrio,4,2827.87790618,706.969476545,330.054349609497,797.25728711,978.4139348,254.94939716
Amaricoccus,2,2815.87049,1407.935245,0,1407.935245,1407.935245,1407.935245
Actinoplanes,6,2743.9528162,457.325469366667,486.188052032917,396.03882129,1371.97640806,20.6364592
Methylotenera,2,2739.8639506,1369.9319753,0,1369.9319753,1369.9319753,1369.9319753
Butyrivibrio,3,2674.05138924,891.35046308,694.425720363917,1245.7972418,1337.0256946,91.22845284
Abiotrophia,2,2635.680292,1317.840146,0,1317.840146,1317.840146,1317.840146
Eubacterium,7,2607.85216516,372.550309308571,268.324959727879,373.98930624,899.82762264,20.07519532
Oscillibacter,4,2543.33395457,635.8334886425,616.289645640121,607.889716995,1271.66697726,55.88754332
Megasphaera,4,2516.46338826,629.115847065,86.0567473070923,629.115847065,703.6431764,554.58851773
Tatumella,3,2512.0117263,837.3372421,367.954021351728,690.6735082,1256.0058631,565.332355
Afifella,6,2505.944236295,417.657372715833,454.616180485031,268.06413571,1252.972118165,7.63163817
Pectobacterium,2,2494.9714468,1247.4857234,0,1247.4857234,1247.4857234,1247.4857234
Paenochrobactrum,2,2431.3735896,1215.6867948,0,1215.6867948,1215.6867948,1215.6867948
Parvimonas,3,2413.9350212,804.645007066667,416.547532545835,831.7693204,1206.9675106,375.1981902
Rhodocytophaga,3,2397.89350865,799.297836216666,689.848774278171,1196.216109021,1198.946754357,2.730645272
Rathayibacter,3,2381.5865312,793.862177066667,622.202392740956,1114.0199072,1190.7932656,76.7733584
1--68,2,2330.931729528,1165.465864764,0,1165.465864764,1165.465864764,1165.465864764
Terrimonas,3,2265.18856391,755.062854636667,491.075669665793,932.70924418,1132.59428196,199.88503777
Mogibacterium,4,2254.92515859,563.7312896475,420.40811827442,508.69673388,1127.46257925,110.06911158
Treponema,5,2248.093967568,449.6187935136,492.788718443648,292.234069,1124.04698379,10.442797978
Vagococcus,2,2226.6576304,1113.3288152,0,1113.3288152,1113.3288152,1113.3288152
Elizabethkingia,2,2160.5577248,1080.2788624,0,1080.2788624,1080.2788624,1080.2788624
Kytococcus,2,2099.38905714,1049.69452857,0,1049.69452857,1049.69452857,1049.69452857
Microvirga,2,2084.2053552,1042.1026776,0,1042.1026776,1042.1026776,1042.1026776
Roseovarius,1,2038.46147982,2038.46147982,0,2038.46147982,2038.46147982,2038.46147982
Solibacillus,2,2016.6909032,1008.3454516,0,1008.3454516,1008.3454516,1008.3454516
Nesterenkonia,4,2009.11349484,502.27837371,383.274309257469,437.2617519,1004.55674748,130.03324356
Roseburia,8,1933.31147957,241.66393494625,330.126527628456,118.69729063,966.65573979,22.03940304
Aeromicrobium,5,1924.10791492,384.821582984,355.988532183186,367.9343096,962.05395742,78.50624686
Tannerella,3,1915.41822508,638.472741693333,308.187780303535,615.0375676,957.70911254,342.67154494
Asticcacaulis,2,1850.614782,925.307391,0,925.307391,925.307391,925.307391
Lachnospira,5,1794.94238723,358.988477446,340.005137830813,257.5834844,897.47119361,73.81647916
Pseudonocardia,6,1757.03356733,292.838927888333,302.41509491872,197.18150701,878.51678371,65.38099604
Polynucleobacter,6,1730.671512154,288.445252025667,169.925363923099,355.252743895,453.556217812,58.406191442
Cardiobacterium,4,1698.717284914,424.6793212285,355.671224058531,422.633437785,849.358642428,4.091766916
Planococcus,2,1632.3256028,816.1628014,0,816.1628014,816.1628014,816.1628014
Ancylobacter,2,1620.2090896,810.1045448,0,810.1045448,810.1045448,810.1045448
Microcoleus,2,1616.3301968,808.1650984,0,808.1650984,808.1650984,808.1650984
Rhodoligotrophos,1,1588.6340794,1588.6340794,0,1588.6340794,1588.6340794,1588.6340794
Aequorivita,2,1584.11625484,792.05812742,0,792.05812742,792.05812742,792.05812742
Gluconacetobacter,5,1563.016608,312.6033216,163.175552139344,212.738152,568.770152,186.0363208
Paludibacter,3,1562.2763248,520.758774933333,396.241059326633,716.3894428,781.1381624,64.7487196
Ketogulonicigenium,2,1497.00666,748.50333,0,748.50333,748.50333,748.50333
Dongia,6,1491.765097691,248.627516281833,255.306984700293,147.897862251,745.88254883,65.71390202
Salmonella,2,1478.3736804,739.1868402,0,739.1868402,739.1868402,739.1868402
Algoriphagus,2,1458.1872152,729.0936076,0,729.0936076,729.0936076,729.0936076
Azospira,2,1430.5965616,715.2982808,0,715.2982808,715.2982808,715.2982808
Nitrobacter,3,1415.08121017,471.693736723333,363.138937422149,654.0236604,707.540605055,53.516944715
Roseococcus,1,1410.018435,1410.018435,0,1410.018435,1410.018435,1410.018435
Dorea,2,1398.4539624,699.2269812,0,699.2269812,699.2269812,699.2269812
Sneathia,3,1373.73883446,457.91294482,200.326089283624,371.97840063,686.86941723,314.8910166
Crossiella,3,1350.789226,450.263075333333,326.502566415697,599.5957008,675.394613,75.7989122
Catonella,3,1325.5669368,441.8556456,200.7900814862,392.3001052,662.7834684,270.4833632
Salinibacterium,2,1323.6467964,661.8233982,0,661.8233982,661.8233982,661.8233982
Propionicimonas,4,1317.62536723,329.4063418075,225.5457624545,243.94452874,658.81268361,170.92362614
Saccharofermentans,2,1300.3359908,650.1679954,0,650.1679954,650.1679954,650.1679954
Gaiella,7,1274.85079761,182.121542515714,216.511958452442,103.90838106,637.4253988,20.54221266
Planobacterium,2,1229.9485832,614.9742916,0,614.9742916,614.9742916,614.9742916
Rhodoferax,5,1226.867759925,245.373551985,277.543475106793,76.80416824,613.433879975,10.03682721
Prauseria,2,1214.4672996,607.2336498,0,607.2336498,607.2336498,607.2336498
Tetrasphaera,2,1175.06988,587.53494,0,587.53494,587.53494,587.53494
Phormidium,2,1165.758345608,582.879172804,0,582.879172804,582.879172804,582.879172804
Rickettsia,5,1150.270393362,230.0540786724,232.226540907977,198.04570772,575.135196721,15.905334081
Peptostreptococcus,3,1149.79799797,383.265999323333,268.571523788824,498.6088196,574.89899899,76.29017938
Myroides,2,1146.1574056,573.0787028,0,573.0787028,573.0787028,573.0787028
Lysinibacillus,2,1079.982774862,539.991387431,0,539.991387431,539.991387431,539.991387431
Coprococcus,3,1067.7928659582,355.9309553194,244.775781850418,457.1097266391,533.8964329991,76.78670632
Dysgonomonas,2,1007.0371592,503.5185796,0,503.5185796,503.5185796,503.5185796
Flavonifractor,2,981.505184,490.752592,0,490.752592,490.752592,490.752592
Citricoccus,2,963.367038,481.683519,0,481.683519,481.683519,481.683519
Sporichthya,2,946.996615596,473.498307798,0,473.498307798,473.498307798,473.498307798
Couchioplanes,2,925.07982806,462.53991403,0,462.53991403,462.53991403,462.53991403
Armatimonas/Armatimonadetes_gp1,2,917.5371072,458.7685536,0,458.7685536,458.7685536,458.7685536
Actinopolymorpha,2,912.3034464,456.1517232,0,456.1517232,456.1517232,456.1517232
Flectobacillus,2,911.2981488,455.6490744,0,455.6490744,455.6490744,455.6490744
Nitrosospira,2,894.4354832,447.2177416,0,447.2177416,447.2177416,447.2177416
Sorangium,2,874.0962336,437.0481168,0,437.0481168,437.0481168,437.0481168
Leptothrix,3,866.58401548,288.861338493333,185.818882559805,354.06322783,433.29200777,79.22877988
